transaction_id,target_company,acquirer,sector,sub_sector,deal_year,deal_quarter,deal_type,geography,financing_type,deal_size_mm,target_revenue_mm,target_ebitda_mm,ebitda_margin_pct,revenue_growth_pct,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close,acquirer_type,target_ownership_pre
MA-2020-0095,Clearwater Dental Network,General Atlantic,Dental,Dental,2020,Q3,Leveraged Buyout,Northeast,Stock,206.4,87.1,17.7,15.1,10.2,12.7,2.37,2.9,Closed,Geographic Expansion|Cross-sell,4,180.0,Financial Sponsor,PE-Backed
MA-2022-0096,Southwest Physician Partners,Nordic Capital,Physician Groups,Physician Groups,2022,Q4,Platform Investment,Southwest,All Cash,6.5,3.7,0.5,11.4,6.9,11.3,1.75,7.6,Closed,Geographic Expansion|Platform Build|Diversification,2,256.0,Financial Sponsor,PE-Backed
MA-2021-0097,Midland Device Solutions,General Atlantic,Medical Devices,Medical Devices,2021,Q2,Management Buyout,Mid-Atlantic,Earnout,685.1,120.2,32.8,24.6,19.4,21.2,5.7,5.0,Closed,Scale|Geographic Expansion|High Growth|Margin Improvement|Vertical Integration,3,324.0,Financial Sponsor,Private
MA-2024-0098,Taft Health Assurance,Clover Health,Health Insurance,Health Insurance,2024,Q3,Carve-out,Great Plains,Stock,6635.9,7373.2,766.8,8.2,16.0,15.5,0.9,10.6,Closed,Scale|Geographic Expansion|High Growth|Carve-out Complexity|Market Share,1,338.0,Strategic,PE-Backed
MA-2021-0099,Lincoln Denial Management,Blackstone,Revenue Cycle,Revenue Cycle,2021,Q3,Leveraged Buyout,West Coast,Earnout,595.7,166.4,31.4,25.3,15.1,22.2,3.58,3.6,Closed,Scale|Geographic Expansion|High Growth|Margin Improvement|Market Share,2,100.0,Financial Sponsor,PE-Backed
MA-2019-0100,Frontier Physician Partners,KKR,Physician Groups,Physician Groups,2019,Q4,Bolt-on Acquisition,Midwest,All Cash,149.7,75.6,5.7,13.5,6.4,11.8,1.98,14.8,Terminated,Geographic Expansion|Platform Build|Diversification,4,,Financial Sponsor,PE-Backed
MA-2020-0101,Green Imaging Systems,Align Technology,Medical Devices,Medical Devices,2020,Q1,Platform Investment,Mountain West,Mixed,817.0,195.5,50.2,24.0,20.0,25.2,4.18,9.4,Closed,Scale|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Diversification,2,193.0,Strategic,Private
MA-2020-0102,Horizon Home Health,Steward Health Care,Healthcare Services,Healthcare Services,2020,Q2,Management Buyout,Great Plains,Stock,1769.8,734.4,120.4,14.6,5.4,14.0,2.41,2.9,Closed,Scale|Geographic Expansion|Market Share,2,52.0,Strategic,PE-Backed
MA-2022-0103,Highland Dental Solutions,Nordic Capital,Dental,Dental,2022,Q3,Bolt-on Acquisition,Mountain West,Earnout,222.1,65.1,13.7,21.4,11.2,11.6,3.41,14.8,Closed,Geographic Expansion|Platform Build|Margin Improvement|Cross-sell,2,241.0,Financial Sponsor,Private
MA-2018-0104,Grand Home Infusion,CenterWell Home Health,Home Health/Hospice,Home Health/Hospice,2018,Q1,Leveraged Buyout,West Coast,Cash + Stock,192.6,126.7,12.2,13.0,16.4,14.2,1.52,6.0,Closed,Geographic Expansion|High Growth|Market Share,1,372.0,Strategic,Private
MA-2019-0105,Taft Oral Health,MB2 Dental,Dental,Dental,2019,Q4,Management Buyout,Southwest,Mixed,503.9,193.1,42.3,12.8,17.1,16.3,2.61,8.0,Closed,Scale|Geographic Expansion|High Growth|Diversification,5,405.0,Strategic,Private
MA-2017-0106,Southeast Medical Informatics,McKesson,Health IT,Health IT,2017,Q4,Bolt-on Acquisition,Southwest,Earnout,404.9,75.0,17.6,26.1,20.7,25.1,5.4,5.9,Closed,Technology Capability|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Diversification,2,307.0,Strategic,Public
MA-2022-0107,Southeast Home Health,Welsh Carson,Home Health/Hospice,Home Health/Hospice,2022,Q2,SPAC Merger,Southeast,All Cash,113.8,46.4,4.6,6.6,11.1,16.3,2.45,7.6,Closed,Geographic Expansion|Cross-sell,4,61.0,Financial Sponsor,Private
MA-2023-0108,Crown Addiction Treatment,Advent International,Behavioral Health,Behavioral Health,2023,Q4,Recapitalization,Mountain West,All Cash,123.0,38.1,4.5,14.5,17.1,14.6,3.23,7.3,Closed,Geographic Expansion|High Growth|Market Share,1,136.0,Financial Sponsor,PE-Backed
MA-2020-0109,Quantum Addiction Treatment,Vista Equity,Behavioral Health,Behavioral Health,2020,Q4,Management Buyout,Mountain West,Mixed,460.1,163.7,29.1,9.9,11.3,15.5,2.81,5.7,Closed,Geographic Expansion|Cross-sell,1,383.0,Financial Sponsor,Public
MA-2023-0110,Meridian Physician Partners,TPG Capital,Physician Groups,Physician Groups,2023,Q2,Strategic Acquisition,Mountain West,Leveraged,7.0,4.4,0.6,7.6,17.0,12.3,1.59,11.0,Closed,Geographic Expansion|High Growth|Vertical Integration,2,164.0,Financial Sponsor,Non-Profit
MA-2018-0111,Independence Specialty Care,TPG Capital,Physician Groups,Physician Groups,2018,Q1,Management Buyout,Multi-Regional,Earnout,23.1,11.4,1.0,12.0,10.4,8.3,2.02,7.0,Pending,Geographic Expansion|Market Share,3,,Financial Sponsor,Non-Profit
MA-2022-0112,Independence Denial Management,TPG Capital,Revenue Cycle,Revenue Cycle,2022,Q3,Platform Investment,Great Plains,All Cash,34.0,7.5,1.6,17.3,15.4,16.4,4.51,9.7,Closed,Geographic Expansion|Platform Build|High Growth|Cost Synergies,2,149.0,Financial Sponsor,Private
MA-2021-0113,Paramount Care Management Tech,TPG Capital,Health IT,Health IT,2021,Q1,Bolt-on Acquisition,Southwest,Mixed,21.7,4.0,0.8,22.8,21.4,23.5,5.38,12.2,Closed,Technology Capability|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Market Share,2,52.0,Financial Sponsor,Private
MA-2020-0114,Beacon Cardiovascular Systems,Advent International,Medical Devices,Medical Devices,2020,Q3,Recapitalization,Great Plains,Seller Financing,103.8,23.5,6.9,28.8,10.4,20.4,4.41,4.5,Closed,Geographic Expansion|Margin Improvement|Diversification,1,414.0,Financial Sponsor,Public
MA-2018-0115,Eastern DSO,KKR,Dental,Dental,2018,Q4,Merger of Equals,Midwest,Cash + Stock,54.5,25.5,3.4,17.0,16.5,15.1,2.14,13.3,Closed,Geographic Expansion|High Growth|Market Share,2,295.0,Financial Sponsor,PE-Backed
MA-2023-0116,Peak Hospice,Vista Equity,Home Health/Hospice,Home Health/Hospice,2023,Q1,Management Buyout,Northeast,Mixed,488.7,200.3,21.8,13.6,13.0,10.5,2.44,9.6,Withdrawn,Geographic Expansion|Diversification,2,,Financial Sponsor,Non-Profit
MA-2023-0117,Titan Medical Technologies,Medtronic,Medical Devices,Medical Devices,2023,Q4,Leveraged Buyout,Northeast,All Cash,91.9,22.3,5.9,27.2,5.3,19.1,4.12,5.3,Closed,Geographic Expansion|Margin Improvement|Vertical Integration,2,53.0,Strategic,PE-Backed
MA-2019-0118,Core Mental Health,Behavioral Health Group,Behavioral Health,Behavioral Health,2019,Q4,Bolt-on Acquisition,Mid-Atlantic,Leveraged,77.8,30.6,3.2,11.0,19.5,10.2,2.54,7.4,Closed,Geographic Expansion|Platform Build|High Growth|Cross-sell,1,92.0,Strategic,Public
MA-2019-0119,Lincoln Integrated Behavioral,New Mountain Capital,Behavioral Health,Behavioral Health,2019,Q3,SPAC Merger,Southeast,Seller Financing,12.5,7.6,1.0,14.9,22.5,8.1,1.64,3.8,Pending,Geographic Expansion|High Growth|Vertical Integration,4,,Financial Sponsor,Private
MA-2024-0120,Crest Care Partners,Advent International,Healthcare Services,Healthcare Services,2024,Q2,Recapitalization,Southeast,Stock,303.9,90.4,11.8,13.9,15.5,9.3,3.36,3.9,Closed,Geographic Expansion|High Growth|Vertical Integration,3,241.0,Financial Sponsor,Non-Profit
MA-2019-0121,Harbor Pharma,GTCR,Pharma/Biotech,Pharma/Biotech,2019,Q4,Minority Investment,Northeast,Earnout,12956.5,1758.0,569.6,27.6,14.4,21.5,7.37,9.9,Closed,Scale|Geographic Expansion|Margin Improvement|Diversification,3,140.0,Financial Sponsor,PE-Backed
MA-2018-0122,Western Multispecialty Group,Blackstone,Physician Groups,Physician Groups,2018,Q4,Platform Investment,Mountain West,Stock,251.7,211.5,16.3,11.4,18.1,9.7,1.19,2.7,Closed,Geographic Expansion|Platform Build|High Growth|Market Share,1,112.0,Financial Sponsor,Private
MA-2016-0123,Oak Clinical Research,Warburg Pincus,Pharma/Biotech,Pharma/Biotech,2016,Q3,Recapitalization,Northeast,Stock,1183.4,180.7,49.7,29.6,17.9,24.7,6.55,8.2,Closed,Scale|Geographic Expansion|High Growth|Margin Improvement|Cost Synergies,5,131.0,Financial Sponsor,PE-Backed
MA-2019-0124,Coastal Addiction Treatment,Talkspace,Behavioral Health,Behavioral Health,2019,Q4,Bolt-on Acquisition,Mid-Atlantic,Stock,32.5,22.7,2.8,14.2,16.4,12.4,1.43,12.2,Pending,Geographic Expansion|Platform Build|High Growth|Diversification,1,,Strategic,Private
MA-2019-0125,Apex Indemnity,KKR,Health Insurance,Health Insurance,2019,Q2,Merger of Equals,Mid-Atlantic,Seller Financing,3996.4,1978.4,106.8,10.6,6.7,16.4,2.02,10.8,Pending,Scale|Geographic Expansion|Market Share,2,,Financial Sponsor,PE-Backed
MA-2020-0126,Southwest Palliative Care,KKR,Home Health/Hospice,Home Health/Hospice,2020,Q2,Management Buyout,Northeast,Earnout,77.9,43.5,3.1,8.9,9.6,16.3,1.79,7.7,Closed,Geographic Expansion|Cross-sell,3,389.0,Financial Sponsor,Public
MA-2019-0127,Universal Life Sciences,Gilead Sciences,Pharma/Biotech,Pharma/Biotech,2019,Q4,SPAC Merger,Mountain West,Seller Financing,211.3,28.7,8.0,29.4,17.4,20.4,7.35,9.4,Closed,Geographic Expansion|High Growth|Margin Improvement|Market Share,5,349.0,Strategic,PE-Backed
MA-2024-0128,Keystone Population Health,Privia Health,Health IT,Health IT,2024,Q4,Minority Investment,Mountain West,All Cash,205.0,32.6,6.0,23.2,20.7,20.2,6.29,4.1,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Vertical Integration,2,273.0,Strategic,Private
MA-2024-0129,Pioneer Integrated Behavioral,LifeStance Health,Behavioral Health,Behavioral Health,2024,Q1,Platform Investment,Mid-Atlantic,Stock,38.6,25.6,3.1,11.5,16.8,8.2,1.51,8.3,Closed,Geographic Expansion|Platform Build|High Growth|Cross-sell,4,414.0,Strategic,PE-Backed
MA-2016-0130,Independence Home Care,CenterWell Home Health,Home Health/Hospice,Home Health/Hospice,2016,Q2,Carve-out,National,Cash + Stock,18.2,17.3,1.6,10.6,9.4,15.4,1.05,8.3,Closed,Carve-out Complexity|Diversification,2,140.0,Strategic,PE-Backed
MA-2021-0131,Maple Behavioral Health,Vista Equity,Behavioral Health,Behavioral Health,2021,Q2,Merger of Equals,Southeast,Seller Financing,110.5,44.6,5.3,11.3,11.8,9.8,2.48,20.2,Closed,Geographic Expansion|Diversification,1,179.0,Financial Sponsor,PE-Backed
MA-2020-0132,Quantum Home Infusion,General Atlantic,Home Health/Hospice,Home Health/Hospice,2020,Q2,Merger of Equals,Multi-Regional,Seller Financing,82.4,67.0,6.4,9.1,4.8,12.5,1.23,9.9,Closed,Geographic Expansion|Cost Synergies,3,400.0,Financial Sponsor,Private
MA-2021-0133,Madison Denial Management,General Atlantic,Revenue Cycle,Revenue Cycle,2021,Q2,Management Buyout,Midwest,Leveraged,32.7,9.7,2.2,22.2,19.6,16.5,3.37,3.5,Closed,Geographic Expansion|High Growth|Margin Improvement|Market Share,1,293.0,Financial Sponsor,Private
MA-2019-0134,Madison Device Solutions,Blackstone,Medical Devices,Medical Devices,2019,Q2,Bolt-on Acquisition,Multi-Regional,All Cash,847.5,170.2,46.1,22.2,5.5,20.7,4.98,7.2,Closed,Scale|Geographic Expansion|Platform Build|Margin Improvement|Market Share,2,279.0,Financial Sponsor,PE-Backed
MA-2020-0135,Select PACE,AccentCare,Home Health/Hospice,Home Health/Hospice,2020,Q1,Leveraged Buyout,National,Cash + Stock,184.5,88.3,14.0,13.5,15.5,11.4,2.09,2.8,Rumored,High Growth|Market Share,1,,Strategic,Public
MA-2021-0136,Ivy Insurance,Bain Capital,Health Insurance,Health Insurance,2021,Q3,SPAC Merger,Mountain West,Cash + Stock,4433.3,2309.0,71.6,9.1,14.2,14.1,1.92,8.3,Closed,Scale|Geographic Expansion|Vertical Integration,3,317.0,Financial Sponsor,Private
MA-2020-0137,Regional Medical Practice,New Mountain Capital,Physician Groups,Physician Groups,2020,Q1,Platform Investment,Mountain West,All Cash,719.1,388.7,64.1,15.7,5.9,11.6,1.85,8.9,Rumored,Scale|Geographic Expansion|Platform Build|Cost Synergies,2,,Financial Sponsor,PE-Backed
MA-2016-0138,Gateway Dental Network,New Mountain Capital,Dental,Dental,2016,Q1,Recapitalization,National,Earnout,17.9,6.0,0.9,21.5,9.5,15.7,2.96,9.5,Closed,Margin Improvement|Market Share,1,420.0,Financial Sponsor,Private
MA-2020-0139,Universal Home Infusion,Enhabit,Home Health/Hospice,Home Health/Hospice,2020,Q3,Merger of Equals,Mid-Atlantic,Seller Financing,490.2,166.7,23.7,9.4,10.3,12.6,2.94,15.9,Closed,Geographic Expansion|Cross-sell,1,95.0,Strategic,PE-Backed
MA-2021-0140,Meridian Home Care,Elara Caring,Home Health/Hospice,Home Health/Hospice,2021,Q2,Merger of Equals,Midwest,Mixed,103.7,35.5,2.8,8.5,12.8,9.0,2.92,11.8,Pending,Geographic Expansion|Market Share,2,,Strategic,Private
MA-2015-0141,United Counseling,Vista Equity,Behavioral Health,Behavioral Health,2015,Q4,Bolt-on Acquisition,Midwest,Seller Financing,154.3,59.1,8.9,15.0,9.1,10.1,2.61,11.8,Closed,Geographic Expansion|Platform Build|Cross-sell,3,400.0,Financial Sponsor,Private
MA-2018-0142,Crest Palliative Care,Warburg Pincus,Home Health/Hospice,Home Health/Hospice,2018,Q4,Platform Investment,Midwest,All Cash,22.2,18.3,1.8,10.4,12.8,16.3,1.21,2.1,Closed,Geographic Expansion|Platform Build|Cost Synergies,2,255.0,Financial Sponsor,PE-Backed
MA-2019-0143,Empire Home Care,AccentCare,Home Health/Hospice,Home Health/Hospice,2019,Q2,Carve-out,West Coast,Earnout,27.7,11.3,1.1,12.1,12.0,10.1,2.46,10.5,Closed,Geographic Expansion|Carve-out Complexity|Cross-sell,2,150.0,Strategic,PE-Backed
MA-2018-0144,Professional Physician Partners,Nordic Capital,Physician Groups,Physician Groups,2018,Q4,Bolt-on Acquisition,Southwest,Leveraged,36.5,16.1,2.4,7.1,17.3,12.8,2.27,5.7,Closed,Geographic Expansion|Platform Build|High Growth|Market Share,3,112.0,Financial Sponsor,Public
MA-2015-0145,National Specialty Care,GTCR,Physician Groups,Physician Groups,2015,Q1,Strategic Acquisition,West Coast,Cash + Stock,160.1,61.3,9.0,12.1,15.8,13.9,2.61,8.8,Closed,Geographic Expansion|High Growth|Vertical Integration,3,261.0,Financial Sponsor,PE-Backed
MA-2017-0146,Harbor Integrated Behavioral,Welsh Carson,Behavioral Health,Behavioral Health,2017,Q2,Management Buyout,Mid-Atlantic,Leveraged,111.3,58.0,7.6,14.4,18.7,10.5,1.92,8.1,Closed,Geographic Expansion|High Growth|Market Share,3,418.0,Financial Sponsor,Non-Profit
MA-2021-0147,Granite Surgical Systems,Boston Scientific,Medical Devices,Medical Devices,2021,Q2,Bolt-on Acquisition,Northeast,Earnout,3400.2,651.4,134.2,23.5,12.4,18.0,5.22,5.1,Closed,Scale|Geographic Expansion|Platform Build|Margin Improvement|Vertical Integration,2,130.0,Strategic,Private
MA-2020-0148,Grand Oncology,Vista Equity,Pharma/Biotech,Pharma/Biotech,2020,Q3,SPAC Merger,Southeast,Leveraged,98.0,13.7,3.9,29.7,14.5,27.1,7.17,4.9,Closed,Geographic Expansion|Margin Improvement|Market Share,2,175.0,Financial Sponsor,Non-Profit
MA-2018-0149,Southwest EHR Solutions,Evolent Health,Health IT,Health IT,2018,Q4,Minority Investment,Mountain West,Cash + Stock,37.2,7.3,1.9,26.0,13.5,21.6,5.09,9.7,Closed,Technology Capability|Geographic Expansion|Margin Improvement|Diversification,2,209.0,Strategic,Private
MA-2018-0150,Independence Counseling,Springstone,Behavioral Health,Behavioral Health,2018,Q1,Recapitalization,Southeast,Leveraged,93.5,35.3,3.0,8.9,13.7,9.1,2.65,8.2,Withdrawn,Geographic Expansion|Diversification,1,,Strategic,Private
MA-2020-0151,Highland Instruments,Francisco Partners,Medical Devices,Medical Devices,2020,Q2,Management Buyout,Southwest,Cash + Stock,142.0,28.8,7.5,23.5,8.5,20.6,4.93,5.3,Closed,Geographic Expansion|Margin Improvement|Cross-sell,3,45.0,Financial Sponsor,Non-Profit
MA-2024-0152,Hudson Mental Health,Lyra Health,Behavioral Health,Behavioral Health,2024,Q3,Bolt-on Acquisition,Northeast,Cash + Stock,79.5,34.9,3.0,11.7,19.5,10.1,2.28,10.2,Withdrawn,Geographic Expansion|Platform Build|High Growth|Cross-sell,1,,Strategic,PE-Backed
MA-2018-0153,Universal Drug Discovery,Merck,Pharma/Biotech,Pharma/Biotech,2018,Q3,Recapitalization,Mid-Atlantic,Stock,1462.7,187.0,47.3,25.4,21.2,21.6,7.82,3.9,Closed,Scale|Geographic Expansion|High Growth|Margin Improvement|Vertical Integration,1,124.0,Strategic,Private
MA-2018-0154,Paramount Clinical Research,Novartis,Pharma/Biotech,Pharma/Biotech,2018,Q3,Bolt-on Acquisition,Southeast,Cash + Stock,508.1,60.3,15.7,30.0,17.6,25.8,8.43,8.0,Withdrawn,Scale|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Cost Synergies,3,,Strategic,Private
MA-2015-0155,Gateway Medical Systems,New Mountain Capital,Health IT,Health IT,2015,Q4,Leveraged Buyout,National,Earnout,115.6,20.9,5.8,25.9,14.5,23.1,5.52,2.8,Closed,Technology Capability|Margin Improvement|Cross-sell,1,76.0,Financial Sponsor,Non-Profit
MA-2020-0156,Bridge Surgical Systems,Nordic Capital,Medical Devices,Medical Devices,2020,Q1,Strategic Acquisition,Southeast,Cash + Stock,232.9,39.6,8.2,29.1,6.9,21.2,5.88,14.2,Pending,Geographic Expansion|Margin Improvement|Market Share,1,,Financial Sponsor,Private
MA-2019-0157,Sterling Hospice,GTCR,Home Health/Hospice,Home Health/Hospice,2019,Q3,Carve-out,Midwest,Stock,100.1,50.3,4.9,12.2,3.5,15.5,1.99,13.8,Closed,Geographic Expansion|Carve-out Complexity|Cost Synergies,2,300.0,Financial Sponsor,Public
MA-2020-0158,Premier Revenue Cycle,Waystar,Revenue Cycle,Revenue Cycle,2020,Q1,Recapitalization,Mid-Atlantic,Leveraged,54.1,15.9,3.9,21.0,20.7,14.2,3.4,5.9,Closed,Geographic Expansion|High Growth|Margin Improvement|Diversification,2,137.0,Strategic,Private
MA-2020-0159,Strategic Oral Health,Aspen Dental (ADMI),Dental,Dental,2020,Q2,Platform Investment,Southeast,Cash + Stock,391.6,215.2,47.1,21.2,16.2,17.0,1.82,4.1,Closed,Geographic Expansion|Platform Build|High Growth|Margin Improvement|Cross-sell,2,339.0,Strategic,Non-Profit
MA-2021-0160,Jefferson Addiction Treatment,Refresh Mental Health,Behavioral Health,Behavioral Health,2021,Q3,SPAC Merger,Multi-Regional,Cash + Stock,25.2,9.1,1.1,16.8,23.8,10.9,2.78,3.5,Closed,Geographic Expansion|High Growth|Diversification,5,203.0,Strategic,Private
MA-2023-0161,Nexus Home Care,Amedisys,Home Health/Hospice,Home Health/Hospice,2023,Q2,Platform Investment,Mid-Atlantic,Earnout,41.6,20.3,1.2,6.6,16.0,11.0,2.05,8.4,Closed,Geographic Expansion|Platform Build|High Growth|Cost Synergies,2,101.0,Strategic,Non-Profit
MA-2019-0162,Lake RCM,Blackstone,Revenue Cycle,Revenue Cycle,2019,Q2,Recapitalization,Great Plains,Earnout,244.8,58.7,11.4,24.9,15.4,19.0,4.17,7.7,Closed,Geographic Expansion|High Growth|Margin Improvement|Vertical Integration,3,159.0,Financial Sponsor,PE-Backed
MA-2021-0163,Core Multispecialty Group,Bain Capital,Physician Groups,Physician Groups,2021,Q4,SPAC Merger,Northeast,Cash + Stock,207.4,195.7,13.7,9.2,18.5,9.7,1.06,9.4,Closed,Geographic Expansion|High Growth|Vertical Integration,1,299.0,Financial Sponsor,Private
MA-2021-0164,Crest Oral Health,Blackstone,Dental,Dental,2021,Q3,Leveraged Buyout,Northeast,Stock,558.2,160.9,20.8,19.9,9.3,13.5,3.47,7.5,Closed,Scale|Geographic Expansion|Cross-sell,1,242.0,Financial Sponsor,Public
MA-2022-0165,Coastal Psychiatric Services,New Mountain Capital,Behavioral Health,Behavioral Health,2022,Q2,Platform Investment,Great Plains,All Cash,314.8,153.6,25.0,10.6,9.3,11.2,2.05,2.3,Closed,Geographic Expansion|Platform Build|Cross-sell,1,220.0,Financial Sponsor,Private
MA-2023-0166,Clearwater Mental Health,Welsh Carson,Behavioral Health,Behavioral Health,2023,Q1,Recapitalization,Midwest,Seller Financing,398.2,201.1,36.0,10.1,10.5,16.8,1.98,3.3,Withdrawn,Geographic Expansion|Cost Synergies,3,,Financial Sponsor,PE-Backed
MA-2017-0167,Western Claims Management,AdvancedMD,Revenue Cycle,Revenue Cycle,2017,Q3,Strategic Acquisition,Mountain West,All Cash,46.5,11.2,2.7,18.0,16.0,13.4,4.14,17.3,Closed,Geographic Expansion|High Growth|Cross-sell,2,132.0,Strategic,PE-Backed
MA-2016-0168,Harbor Health Assurance,Centene,Health Insurance,Health Insurance,2016,Q4,Platform Investment,Mid-Atlantic,Leveraged,386.2,301.7,22.9,5.7,5.9,14.6,1.28,5.6,Closed,Geographic Expansion|Platform Build|Cost Synergies,2,333.0,Strategic,Private
MA-2018-0169,Woodland Biosciences,Merck,Pharma/Biotech,Pharma/Biotech,2018,Q1,Recapitalization,National,Leveraged,2259.6,308.3,97.4,29.7,21.0,28.3,7.33,7.5,Terminated,Scale|High Growth|Margin Improvement|Cost Synergies,4,,Strategic,Private
MA-2021-0170,Maple Digital Health,Cerner (Oracle),Health IT,Health IT,2021,Q1,Leveraged Buyout,Midwest,Cash + Stock,110.5,16.7,4.1,22.2,14.9,25.1,6.6,8.5,Terminated,Technology Capability|Geographic Expansion|Margin Improvement|Diversification,2,,Strategic,Non-Profit
MA-2019-0171,Strategic Life Sciences,Novartis,Pharma/Biotech,Pharma/Biotech,2019,Q3,Merger of Equals,National,Leveraged,9018.7,1360.3,379.5,29.9,17.5,29.2,6.63,8.2,Pending,Scale|High Growth|Margin Improvement|Diversification,1,,Strategic,Public
MA-2022-0172,Cardinal Bio,TPG Capital,Pharma/Biotech,Pharma/Biotech,2022,Q3,Management Buyout,Mid-Atlantic,Leveraged,1387.8,207.1,52.0,28.7,15.6,29.7,6.7,7.2,Closed,Scale|Geographic Expansion|High Growth|Margin Improvement|Cost Synergies,2,251.0,Financial Sponsor,Private
MA-2020-0173,Superior Multispecialty Group,KKR,Physician Groups,Physician Groups,2020,Q3,Minority Investment,Northeast,Stock,37.3,17.9,1.3,11.9,8.2,14.9,2.08,4.4,Withdrawn,Geographic Expansion|Cross-sell,2,,Financial Sponsor,Private
MA-2023-0174,Pacific Coverage,Bright Health,Health Insurance,Health Insurance,2023,Q4,Leveraged Buyout,National,Mixed,2437.6,5078.3,274.2,1.7,13.9,18.4,0.48,2.4,Closed,Scale|Vertical Integration,3,114.0,Strategic,Non-Profit
MA-2020-0175,Southeast Revenue Cycle,Conifer Health,Revenue Cycle,Revenue Cycle,2020,Q3,Carve-out,West Coast,Stock,39.7,8.5,1.6,17.2,16.5,20.5,4.67,10.1,Withdrawn,Geographic Expansion|High Growth|Carve-out Complexity|Cross-sell,2,,Strategic,Private
MA-2022-0176,Strategic Private Duty,Elara Caring,Home Health/Hospice,Home Health/Hospice,2022,Q3,Bolt-on Acquisition,West Coast,All Cash,1009.4,480.7,45.2,15.6,11.6,15.3,2.1,6.6,Closed,Scale|Geographic Expansion|Platform Build|Cost Synergies,2,391.0,Strategic,Private
MA-2023-0177,Victory Indemnity,Veritas Capital,Health Insurance,Health Insurance,2023,Q2,SPAC Merger,Northeast,Cash + Stock,109.2,59.3,0.7,10.7,6.6,18.0,1.84,8.4,Closed,Geographic Expansion|Market Share,3,237.0,Financial Sponsor,Non-Profit
MA-2016-0178,Peak Dental Management,Dental365,Dental,Dental,2016,Q3,Management Buyout,Multi-Regional,Seller Financing,67.6,20.2,3.2,15.4,11.2,16.1,3.35,7.5,Closed,Geographic Expansion|Market Share,3,186.0,Strategic,Private
MA-2021-0179,Delta Managed Care,Veritas Capital,Health Insurance,Health Insurance,2021,Q3,Platform Investment,Northeast,Earnout,2862.6,1498.7,134.9,5.0,15.6,21.1,1.91,4.4,Closed,Scale|Geographic Expansion|Platform Build|High Growth|Cross-sell,2,220.0,Financial Sponsor,PE-Backed
MA-2021-0180,Regional Cardiovascular Systems,Advent International,Medical Devices,Medical Devices,2021,Q2,Merger of Equals,Southeast,Leveraged,3691.0,802.4,174.1,27.6,17.1,20.2,4.6,11.6,Closed,Scale|Geographic Expansion|High Growth|Margin Improvement|Cost Synergies,3,380.0,Financial Sponsor,Private
MA-2020-0181,Jefferson Surgical Systems,GTCR,Medical Devices,Medical Devices,2020,Q4,Bolt-on Acquisition,Great Plains,All Cash,2590.1,448.9,106.4,20.7,19.2,20.8,5.77,10.8,Withdrawn,Scale|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Cost Synergies,5,,Financial Sponsor,Private
MA-2019-0182,Quantum Counseling,TPG Capital,Behavioral Health,Behavioral Health,2019,Q4,Platform Investment,Mid-Atlantic,Mixed,12.4,7.9,0.8,14.3,16.3,15.7,1.57,8.2,Closed,Geographic Expansion|Platform Build|High Growth|Cost Synergies,3,369.0,Financial Sponsor,Private
MA-2022-0183,Paramount Care Partners,Intermountain Health,Healthcare Services,Healthcare Services,2022,Q1,Platform Investment,Multi-Regional,Leveraged,789.2,260.5,38.8,13.8,17.5,12.5,3.03,5.2,Closed,Scale|Geographic Expansion|Platform Build|High Growth|Cross-sell,5,147.0,Strategic,PE-Backed
MA-2018-0184,Summit DSO,Advent International,Dental,Dental,2018,Q3,Merger of Equals,Midwest,All Cash,303.1,99.4,18.2,20.2,6.5,11.7,3.05,16.2,Closed,Geographic Expansion|Margin Improvement|Market Share,2,278.0,Financial Sponsor,PE-Backed
MA-2020-0185,Strategic Practice Management,KKR,Revenue Cycle,Revenue Cycle,2020,Q2,Platform Investment,Mountain West,All Cash,93.5,28.6,7.4,23.3,9.0,19.2,3.27,7.8,Closed,Geographic Expansion|Platform Build|Margin Improvement|Vertical Integration,5,131.0,Financial Sponsor,Private
MA-2024-0186,Victory Dental Group,Warburg Pincus,Dental,Dental,2024,Q1,Strategic Acquisition,Northeast,Earnout,361.9,130.6,16.3,14.5,5.9,12.3,2.77,14.2,Closed,Geographic Expansion|Cost Synergies,2,400.0,Financial Sponsor,PE-Backed
MA-2022-0187,Horizon Medical Solutions,Steward Health Care,Healthcare Services,Healthcare Services,2022,Q1,Management Buyout,Multi-Regional,All Cash,490.0,180.8,20.6,16.1,10.5,11.4,2.71,8.3,Closed,Geographic Expansion|Market Share,5,148.0,Strategic,Private
MA-2018-0188,Highland Addiction Treatment,Universal Health Services,Behavioral Health,Behavioral Health,2018,Q1,Bolt-on Acquisition,Southeast,Mixed,85.4,31.9,4.1,15.8,23.2,16.2,2.68,9.9,Closed,Geographic Expansion|Platform Build|High Growth|Cross-sell,1,176.0,Strategic,PE-Backed
